date,station,line,division,ridership
2016-10-13,67 AV,MR,IND,10627
2016-10-14,67 AV,MR,IND,9818
2016-10-15,67 AV,MR,IND,4020
2016-10-16,67 AV,MR,IND,3121
2016-10-17,67 AV,MR,IND,9221
2016-10-18,67 AV,MR,IND,9804
2016-10-19,67 AV,MR,IND,10234
2016-10-20,67 AV,MR,IND,10144
2016-10-21,67 AV,MR,IND,9617
2016-10-22,67 AV,MR,IND,3971
2016-10-23,67 AV,MR,IND,3412
2016-10-24,67 AV,MR,IND,9314
2016-10-25,67 AV,MR,IND,9765
2016-10-26,67 AV,MR,IND,10373
2016-10-27,67 AV,MR,IND,10431
2016-10-28,67 AV,MR,IND,9909
2016-07-31,FOREST HILLS 71,EFMR,IND,10876
2016-08-01,FOREST HILLS 71,EFMR,IND,26598
2016-08-02,FOREST HILLS 71,EFMR,IND,28239
2016-08-03,FOREST HILLS 71,EFMR,IND,28377
2016-08-04,FOREST HILLS 71,EFMR,IND,28608
2016-08-05,FOREST HILLS 71,EFMR,IND,26842
2016-08-06,FOREST HILLS 71,EFMR,IND,14090
2016-08-07,FOREST HILLS 71,EFMR,IND,11609
2016-08-08,FOREST HILLS 71,EFMR,IND,26677
2016-08-09,FOREST HILLS 71,EFMR,IND,27603
2016-08-10,FOREST HILLS 71,EFMR,IND,27900
2016-08-11,FOREST HILLS 71,EFMR,IND,27602
2016-08-12,FOREST HILLS 71,EFMR,IND,25541
2016-08-13,FOREST HILLS 71,EFMR,IND,12775
2016-08-14,FOREST HILLS 71,EFMR,IND,10288
2016-08-15,FOREST HILLS 71,EFMR,IND,25199
2016-08-16,FOREST HILLS 71,EFMR,IND,26449
2016-08-17,FOREST HILLS 71,EFMR,IND,26591
2016-08-18,FOREST HILLS 71,EFMR,IND,26665
2016-08-19,FOREST HILLS 71,EFMR,IND,24898
2016-08-20,FOREST HILLS 71,EFMR,IND,12922
2016-08-21,FOREST HILLS 71,EFMR,IND,10753
2016-08-22,FOREST HILLS 71,EFMR,IND,25099
2016-08-23,FOREST HILLS 71,EFMR,IND,26135
2016-08-24,FOREST HILLS 71,EFMR,IND,26511
2016-08-25,FOREST HILLS 71,EFMR,IND,26637
2016-08-26,FOREST HILLS 71,EFMR,IND,25244
2016-08-27,FOREST HILLS 71,EFMR,IND,14170
2016-08-28,FOREST HILLS 71,EFMR,IND,16538
2016-08-29,FOREST HILLS 71,EFMR,IND,25720
2016-08-30,FOREST HILLS 71,EFMR,IND,26916
2016-08-31,FOREST HILLS 71,EFMR,IND,27064
2016-09-01,FOREST HILLS 71,EFMR,IND,26085
2016-09-02,FOREST HILLS 71,EFMR,IND,25179
2016-09-03,FOREST HILLS 71,EFMR,IND,13320
2016-09-04,FOREST HILLS 71,EFMR,IND,10994
2016-09-05,FOREST HILLS 71,EFMR,IND,10217
2016-09-06,FOREST HILLS 71,EFMR,IND,27051
2016-09-07,FOREST HILLS 71,EFMR,IND,28630
2016-09-08,FOREST HILLS 71,EFMR,IND,29790
2016-09-09,FOREST HILLS 71,EFMR,IND,28508
2016-09-10,FOREST HILLS 71,EFMR,IND,14981
2016-09-11,FOREST HILLS 71,EFMR,IND,11658
2016-09-12,FOREST HILLS 71,EFMR,IND,27240
2016-09-13,FOREST HILLS 71,EFMR,IND,30063
2016-09-14,FOREST HILLS 71,EFMR,IND,30355
2016-09-15,FOREST HILLS 71,EFMR,IND,30800
2016-09-16,FOREST HILLS 71,EFMR,IND,29443
2016-09-17,FOREST HILLS 71,EFMR,IND,16654
2016-09-18,FOREST HILLS 71,EFMR,IND,12595
2016-09-19,FOREST HILLS 71,EFMR,IND,27748
2016-09-20,FOREST HILLS 71,EFMR,IND,30909
2016-09-21,FOREST HILLS 71,EFMR,IND,30753
2016-09-22,FOREST HILLS 71,EFMR,IND,30714
2016-09-23,FOREST HILLS 71,EFMR,IND,29428
2016-09-24,FOREST HILLS 71,EFMR,IND,15230
2016-09-25,FOREST HILLS 71,EFMR,IND,12354
2016-09-26,FOREST HILLS 71,EFMR,IND,28928
2016-09-27,FOREST HILLS 71,EFMR,IND,29741
2016-09-28,FOREST HILLS 71,EFMR,IND,29969
2016-09-29,FOREST HILLS 71,EFMR,IND,30079
2016-09-30,FOREST HILLS 71,EFMR,IND,27918
2016-10-01,FOREST HILLS 71,EFMR,IND,15591
2016-10-02,FOREST HILLS 71,EFMR,IND,12378
2016-10-03,FOREST HILLS 71,EFMR,IND,23158
2016-10-04,FOREST HILLS 71,EFMR,IND,24561
2016-10-05,FOREST HILLS 71,EFMR,IND,30548
2016-10-06,FOREST HILLS 71,EFMR,IND,31079
2016-10-07,FOREST HILLS 71,EFMR,IND,29577
2016-10-08,FOREST HILLS 71,EFMR,IND,16578
2016-10-09,FOREST HILLS 71,EFMR,IND,12973
2016-10-10,FOREST HILLS 71,EFMR,IND,25884
2016-10-11,FOREST HILLS 71,EFMR,IND,28078
2016-10-12,FOREST HILLS 71,EFMR,IND,23073
2016-10-13,FOREST HILLS 71,EFMR,IND,29319
2016-10-14,FOREST HILLS 71,EFMR,IND,29646
2016-10-15,FOREST HILLS 71,EFMR,IND,15994
2016-10-16,FOREST HILLS 71,EFMR,IND,12406
2016-10-17,FOREST HILLS 71,EFMR,IND,27239
2016-10-18,FOREST HILLS 71,EFMR,IND,28515
2016-10-19,FOREST HILLS 71,EFMR,IND,30602
2016-10-20,FOREST HILLS 71,EFMR,IND,30171
2016-10-21,FOREST HILLS 71,EFMR,IND,28055
2016-10-22,FOREST HILLS 71,EFMR,IND,14584
2016-10-23,FOREST HILLS 71,EFMR,IND,12413
2016-10-24,FOREST HILLS 71,EFMR,IND,27712
2016-10-25,FOREST HILLS 71,EFMR,IND,28482
2016-10-26,FOREST HILLS 71,EFMR,IND,30513
2016-10-27,FOREST HILLS 71,EFMR,IND,29757
2016-10-28,FOREST HILLS 71,EFMR,IND,29240
2016-07-31,75 AV,EF,IND,1153
2016-08-01,75 AV,EF,IND,3398
2016-08-02,75 AV,EF,IND,3588
2016-08-03,75 AV,EF,IND,3691
2016-08-04,75 AV,EF,IND,3642
2016-08-05,75 AV,EF,IND,3327
2016-08-06,75 AV,EF,IND,1534
2016-08-07,75 AV,EF,IND,1216
2016-08-08,75 AV,EF,IND,3465
2016-08-09,75 AV,EF,IND,3655
2016-08-10,75 AV,EF,IND,3521
2016-08-11,75 AV,EF,IND,3637
2016-08-12,75 AV,EF,IND,3301
2016-08-13,75 AV,EF,IND,1663
2016-08-14,75 AV,EF,IND,1285
2016-08-15,75 AV,EF,IND,3352
2016-08-16,75 AV,EF,IND,3528
2016-08-17,75 AV,EF,IND,3513
2016-08-18,75 AV,EF,IND,3411
2016-08-19,75 AV,EF,IND,3263
2016-08-20,75 AV,EF,IND,1705
2016-08-21,75 AV,EF,IND,1341
2016-08-22,75 AV,EF,IND,3230
2016-08-23,75 AV,EF,IND,3513
2016-08-24,75 AV,EF,IND,3474
2016-08-25,75 AV,EF,IND,3471
2016-08-26,75 AV,EF,IND,3250
2016-08-27,75 AV,EF,IND,1754
2016-08-28,75 AV,EF,IND,1536
2016-08-29,75 AV,EF,IND,3278
2016-08-30,75 AV,EF,IND,3530
2016-08-31,75 AV,EF,IND,3445
2016-09-01,75 AV,EF,IND,3487
2016-09-02,75 AV,EF,IND,3206
2016-09-03,75 AV,EF,IND,1670
2016-09-04,75 AV,EF,IND,1432
2016-09-05,75 AV,EF,IND,1227
2016-09-06,75 AV,EF,IND,3551
2016-09-07,75 AV,EF,IND,3748
2016-09-08,75 AV,EF,IND,3727
2016-09-09,75 AV,EF,IND,3562
2016-09-10,75 AV,EF,IND,1799
2016-09-11,75 AV,EF,IND,1502
2016-09-12,75 AV,EF,IND,3641
2016-09-13,75 AV,EF,IND,3868
2016-09-14,75 AV,EF,IND,3790
2016-09-15,75 AV,EF,IND,3833
2016-09-16,75 AV,EF,IND,3633
2016-09-17,75 AV,EF,IND,1126
2016-09-18,75 AV,EF,IND,623
2016-09-19,75 AV,EF,IND,3602
2016-09-20,75 AV,EF,IND,3511
2016-09-21,75 AV,EF,IND,3806
2016-09-22,75 AV,EF,IND,3860
2016-09-23,75 AV,EF,IND,3667
2016-09-24,75 AV,EF,IND,1700
2016-09-25,75 AV,EF,IND,1433
2016-09-26,75 AV,EF,IND,3771
2016-09-27,75 AV,EF,IND,3838
2016-09-28,75 AV,EF,IND,3839
2016-09-29,75 AV,EF,IND,3847
2016-09-30,75 AV,EF,IND,3653
2016-10-01,75 AV,EF,IND,983
2016-10-02,75 AV,EF,IND,634
2016-10-03,75 AV,EF,IND,2979
2016-10-04,75 AV,EF,IND,3408
2016-10-05,75 AV,EF,IND,3897
2016-10-06,75 AV,EF,IND,3921
2016-10-07,75 AV,EF,IND,3699
2016-10-08,75 AV,EF,IND,1036
2016-10-09,75 AV,EF,IND,699
2016-10-10,75 AV,EF,IND,2771
2016-10-11,75 AV,EF,IND,3590
2016-10-12,75 AV,EF,IND,3133
2016-10-13,75 AV,EF,IND,4194
2016-10-14,75 AV,EF,IND,3725
2016-10-15,75 AV,EF,IND,1480
2016-10-16,75 AV,EF,IND,1118
2016-10-17,75 AV,EF,IND,3350
2016-10-18,75 AV,EF,IND,3666
2016-10-19,75 AV,EF,IND,3806
2016-10-20,75 AV,EF,IND,3778
2016-10-21,75 AV,EF,IND,3535
2016-10-22,75 AV,EF,IND,1844
2016-10-23,75 AV,EF,IND,1528
2016-10-24,75 AV,EF,IND,3546
2016-10-25,75 AV,EF,IND,3758
2016-10-26,75 AV,EF,IND,3877
2016-10-27,75 AV,EF,IND,4005
2016-10-28,75 AV,EF,IND,3756
2016-07-31,KEW GARDENS,EF,IND,9225
2016-08-01,KEW GARDENS,EF,IND,25889
2016-08-02,KEW GARDENS,EF,IND,26890
2016-08-03,KEW GARDENS,EF,IND,27037
2016-08-04,KEW GARDENS,EF,IND,27094
2016-08-05,KEW GARDENS,EF,IND,25552
2016-08-06,KEW GARDENS,EF,IND,12103
2016-08-07,KEW GARDENS,EF,IND,9769
2016-08-08,KEW GARDENS,EF,IND,25764
2016-08-09,KEW GARDENS,EF,IND,26502
2016-08-10,KEW GARDENS,EF,IND,26030
2016-08-11,KEW GARDENS,EF,IND,26115
2016-08-12,KEW GARDENS,EF,IND,24266
2016-08-13,KEW GARDENS,EF,IND,11738
2016-08-14,KEW GARDENS,EF,IND,8940
2016-08-15,KEW GARDENS,EF,IND,24748
2016-08-16,KEW GARDENS,EF,IND,25507
2016-08-17,KEW GARDENS,EF,IND,25540
2016-08-18,KEW GARDENS,EF,IND,25599
2016-08-19,KEW GARDENS,EF,IND,23731
2016-08-20,KEW GARDENS,EF,IND,11772
2016-08-21,KEW GARDENS,EF,IND,9392
2016-08-22,KEW GARDENS,EF,IND,24439
2016-08-23,KEW GARDENS,EF,IND,25403
2016-08-24,KEW GARDENS,EF,IND,25281
2016-08-25,KEW GARDENS,EF,IND,25672
2016-08-26,KEW GARDENS,EF,IND,24117
2016-08-27,KEW GARDENS,EF,IND,12459
2016-08-28,KEW GARDENS,EF,IND,9800
2016-08-29,KEW GARDENS,EF,IND,24664
2016-08-30,KEW GARDENS,EF,IND,26135
2016-08-31,KEW GARDENS,EF,IND,26258
2016-09-01,KEW GARDENS,EF,IND,25667
2016-09-02,KEW GARDENS,EF,IND,24470
2016-09-03,KEW GARDENS,EF,IND,12018
2016-09-04,KEW GARDENS,EF,IND,9860
2016-09-05,KEW GARDENS,EF,IND,9694
2016-09-06,KEW GARDENS,EF,IND,26662
2016-09-07,KEW GARDENS,EF,IND,27759
2016-09-08,KEW GARDENS,EF,IND,28427
2016-09-09,KEW GARDENS,EF,IND,27694
2016-09-10,KEW GARDENS,EF,IND,13063
2016-09-11,KEW GARDENS,EF,IND,9873
2016-09-12,KEW GARDENS,EF,IND,26951
2016-09-13,KEW GARDENS,EF,IND,29397
2016-09-14,KEW GARDENS,EF,IND,29578
2016-09-15,KEW GARDENS,EF,IND,29831
2016-09-16,KEW GARDENS,EF,IND,28877
2016-09-17,KEW GARDENS,EF,IND,14054
2016-09-18,KEW GARDENS,EF,IND,10095
2016-09-19,KEW GARDENS,EF,IND,27479
2016-09-20,KEW GARDENS,EF,IND,29793
2016-09-21,KEW GARDENS,EF,IND,29786
2016-09-22,KEW GARDENS,EF,IND,29795
2016-09-23,KEW GARDENS,EF,IND,29055
2016-09-24,KEW GARDENS,EF,IND,14243
2016-09-25,KEW GARDENS,EF,IND,10412
2016-09-26,KEW GARDENS,EF,IND,28827
2016-09-27,KEW GARDENS,EF,IND,29334
2016-09-28,KEW GARDENS,EF,IND,29314
2016-09-29,KEW GARDENS,EF,IND,29358
2016-09-30,KEW GARDENS,EF,IND,27634
2016-10-01,KEW GARDENS,EF,IND,13343
2016-10-02,KEW GARDENS,EF,IND,10278
2016-10-03,KEW GARDENS,EF,IND,24222
2016-10-04,KEW GARDENS,EF,IND,25395
2016-10-05,KEW GARDENS,EF,IND,29654
2016-10-06,KEW GARDENS,EF,IND,29843
2016-10-07,KEW GARDENS,EF,IND,28938
2016-10-08,KEW GARDENS,EF,IND,13927
2016-10-09,KEW GARDENS,EF,IND,9649
2016-10-10,KEW GARDENS,EF,IND,20983
2016-10-11,KEW GARDENS,EF,IND,27936
2016-10-12,KEW GARDENS,EF,IND,24130
2016-10-13,KEW GARDENS,EF,IND,29438
2016-10-14,KEW GARDENS,EF,IND,28515
2016-10-15,KEW GARDENS,EF,IND,14571
2016-10-16,KEW GARDENS,EF,IND,10844
2016-10-17,KEW GARDENS,EF,IND,27602
2016-10-18,KEW GARDENS,EF,IND,28640
2016-10-19,KEW GARDENS,EF,IND,29476
2016-10-20,KEW GARDENS,EF,IND,29443
2016-10-21,KEW GARDENS,EF,IND,27508
2016-10-22,KEW GARDENS,EF,IND,12717
2016-10-23,KEW GARDENS,EF,IND,10707
2016-10-24,KEW GARDENS,EF,IND,27736
2016-10-25,KEW GARDENS,EF,IND,28552
2016-10-26,KEW GARDENS,EF,IND,29433
2016-10-27,KEW GARDENS,EF,IND,28753
2016-10-28,KEW GARDENS,EF,IND,28115
2016-07-31,BRIARWOOD,EF,IND,1753
2016-08-01,BRIARWOOD,EF,IND,4623
2016-08-02,BRIARWOOD,EF,IND,4783
2016-08-03,BRIARWOOD,EF,IND,4845
2016-08-04,BRIARWOOD,EF,IND,4739
2016-08-05,BRIARWOOD,EF,IND,4486
2016-08-06,BRIARWOOD,EF,IND,2224
2016-08-07,BRIARWOOD,EF,IND,1920
2016-08-08,BRIARWOOD,EF,IND,4517
2016-08-09,BRIARWOOD,EF,IND,4805
2016-08-10,BRIARWOOD,EF,IND,4667
2016-08-11,BRIARWOOD,EF,IND,4604
2016-08-12,BRIARWOOD,EF,IND,4455
2016-08-13,BRIARWOOD,EF,IND,2263
2016-08-14,BRIARWOOD,EF,IND,1830
2016-08-15,BRIARWOOD,EF,IND,4445
2016-08-16,BRIARWOOD,EF,IND,4564
2016-08-17,BRIARWOOD,EF,IND,4610
2016-08-18,BRIARWOOD,EF,IND,4476
2016-08-19,BRIARWOOD,EF,IND,4268
2016-08-20,BRIARWOOD,EF,IND,2269
2016-08-21,BRIARWOOD,EF,IND,1965
2016-08-22,BRIARWOOD,EF,IND,4539
2016-08-23,BRIARWOOD,EF,IND,4548
2016-08-24,BRIARWOOD,EF,IND,4537
2016-08-25,BRIARWOOD,EF,IND,4570
2016-08-26,BRIARWOOD,EF,IND,4297
2016-08-27,BRIARWOOD,EF,IND,2504
2016-08-28,BRIARWOOD,EF,IND,2073
2016-08-29,BRIARWOOD,EF,IND,4479
2016-08-30,BRIARWOOD,EF,IND,4605
2016-08-31,BRIARWOOD,EF,IND,4613
2016-09-01,BRIARWOOD,EF,IND,4527
2016-09-02,BRIARWOOD,EF,IND,4338
2016-09-03,BRIARWOOD,EF,IND,2334
2016-09-04,BRIARWOOD,EF,IND,2008
2016-09-05,BRIARWOOD,EF,IND,1934
2016-09-06,BRIARWOOD,EF,IND,4701
2016-09-07,BRIARWOOD,EF,IND,5007
2016-09-08,BRIARWOOD,EF,IND,5253
2016-09-09,BRIARWOOD,EF,IND,5136
2016-09-10,BRIARWOOD,EF,IND,2445
2016-09-11,BRIARWOOD,EF,IND,2012
2016-09-12,BRIARWOOD,EF,IND,5144
2016-09-13,BRIARWOOD,EF,IND,5510
2016-09-14,BRIARWOOD,EF,IND,5589
2016-09-15,BRIARWOOD,EF,IND,5629
2016-09-16,BRIARWOOD,EF,IND,5565
2016-09-17,BRIARWOOD,EF,IND,2016
2016-09-18,BRIARWOOD,EF,IND,1319
2016-09-19,BRIARWOOD,EF,IND,5196
2016-09-20,BRIARWOOD,EF,IND,5763
2016-09-21,BRIARWOOD,EF,IND,5712
2016-09-22,BRIARWOOD,EF,IND,5661
2016-09-23,BRIARWOOD,EF,IND,5528
2016-09-24,BRIARWOOD,EF,IND,2460
2016-09-25,BRIARWOOD,EF,IND,2032
2016-09-26,BRIARWOOD,EF,IND,5412
2016-09-27,BRIARWOOD,EF,IND,5524
2016-09-28,BRIARWOOD,EF,IND,5571
2016-09-29,BRIARWOOD,EF,IND,5510
2016-09-30,BRIARWOOD,EF,IND,5346
2016-10-01,BRIARWOOD,EF,IND,1916
2016-10-02,BRIARWOOD,EF,IND,1246
2016-10-03,BRIARWOOD,EF,IND,4622
2016-10-04,BRIARWOOD,EF,IND,4950
2016-10-05,BRIARWOOD,EF,IND,5574
2016-10-06,BRIARWOOD,EF,IND,5712
2016-10-07,BRIARWOOD,EF,IND,1759
2016-10-08,BRIARWOOD,EF,IND,5508
2016-10-09,BRIARWOOD,EF,IND,1138
2016-10-10,BRIARWOOD,EF,IND,3656
2016-10-11,BRIARWOOD,EF,IND,5192
2016-10-12,BRIARWOOD,EF,IND,4706
2016-10-13,BRIARWOOD,EF,IND,5459
2016-10-14,BRIARWOOD,EF,IND,5558
2016-10-15,BRIARWOOD,EF,IND,2225
2016-10-16,BRIARWOOD,EF,IND,1821
2016-10-17,BRIARWOOD,EF,IND,4624
2016-10-18,BRIARWOOD,EF,IND,5374
2016-10-19,BRIARWOOD,EF,IND,5342
2016-10-20,BRIARWOOD,EF,IND,5560
2016-10-21,BRIARWOOD,EF,IND,5245
2016-10-22,BRIARWOOD,EF,IND,2288
2016-10-23,BRIARWOOD,EF,IND,1983
2016-10-24,BRIARWOOD,EF,IND,5152
2016-10-25,BRIARWOOD,EF,IND,5335
2016-10-26,BRIARWOOD,EF,IND,5510
2016-10-27,BRIARWOOD,EF,IND,5515
2016-10-28,BRIARWOOD,EF,IND,5661
2016-07-31,SUTPHIN BLVD,F,IND,1781
2016-08-01,SUTPHIN BLVD,F,IND,4364
2016-08-02,SUTPHIN BLVD,F,IND,4561
2016-08-03,SUTPHIN BLVD,F,IND,4612
2016-08-04,SUTPHIN BLVD,F,IND,4647
2016-08-05,SUTPHIN BLVD,F,IND,4352
2016-08-06,SUTPHIN BLVD,F,IND,2231
2016-08-07,SUTPHIN BLVD,F,IND,1865
2016-08-08,SUTPHIN BLVD,F,IND,4375
2016-08-09,SUTPHIN BLVD,F,IND,4563
2016-08-10,SUTPHIN BLVD,F,IND,4536
2016-08-11,SUTPHIN BLVD,F,IND,4552
2016-08-12,SUTPHIN BLVD,F,IND,4205
2016-08-13,SUTPHIN BLVD,F,IND,2343
2016-08-14,SUTPHIN BLVD,F,IND,1875
2016-08-15,SUTPHIN BLVD,F,IND,4343
2016-08-16,SUTPHIN BLVD,F,IND,4345
2016-08-17,SUTPHIN BLVD,F,IND,4270
2016-08-18,SUTPHIN BLVD,F,IND,4317
2016-08-19,SUTPHIN BLVD,F,IND,4259
2016-08-20,SUTPHIN BLVD,F,IND,2376
2016-08-21,SUTPHIN BLVD,F,IND,1970
2016-08-22,SUTPHIN BLVD,F,IND,4458
2016-08-23,SUTPHIN BLVD,F,IND,4325
2016-08-24,SUTPHIN BLVD,F,IND,4292
2016-08-25,SUTPHIN BLVD,F,IND,4411
2016-08-26,SUTPHIN BLVD,F,IND,4118
2016-08-27,SUTPHIN BLVD,F,IND,2531
2016-08-28,SUTPHIN BLVD,F,IND,1972
2016-08-29,SUTPHIN BLVD,F,IND,4289
2016-08-30,SUTPHIN BLVD,F,IND,4487
2016-08-31,SUTPHIN BLVD,F,IND,4385
2016-09-01,SUTPHIN BLVD,F,IND,4250
2016-09-02,SUTPHIN BLVD,F,IND,4049
2016-09-03,SUTPHIN BLVD,F,IND,2456
2016-09-04,SUTPHIN BLVD,F,IND,1976
2016-09-05,SUTPHIN BLVD,F,IND,2137
2016-09-06,SUTPHIN BLVD,F,IND,4503
2016-09-07,SUTPHIN BLVD,F,IND,4739
2016-09-08,SUTPHIN BLVD,F,IND,4978
2016-09-09,SUTPHIN BLVD,F,IND,4701
2016-09-10,SUTPHIN BLVD,F,IND,2497
2016-09-11,SUTPHIN BLVD,F,IND,2013
2016-09-12,SUTPHIN BLVD,F,IND,4321
2016-09-13,SUTPHIN BLVD,F,IND,4908
2016-09-14,SUTPHIN BLVD,F,IND,5022
2016-09-15,SUTPHIN BLVD,F,IND,5005
2016-09-16,SUTPHIN BLVD,F,IND,4707
2016-09-17,SUTPHIN BLVD,F,IND,2111
2016-09-18,SUTPHIN BLVD,F,IND,1414
2016-09-19,SUTPHIN BLVD,F,IND,4622
2016-09-20,SUTPHIN BLVD,F,IND,4970
2016-09-21,SUTPHIN BLVD,F,IND,4994
2016-09-22,SUTPHIN BLVD,F,IND,5015
2016-09-23,SUTPHIN BLVD,F,IND,4865
2016-09-24,SUTPHIN BLVD,F,IND,2354
2016-09-25,SUTPHIN BLVD,F,IND,1844
2016-09-26,SUTPHIN BLVD,F,IND,4797
2016-09-27,SUTPHIN BLVD,F,IND,4794
2016-09-28,SUTPHIN BLVD,F,IND,4843
2016-09-29,SUTPHIN BLVD,F,IND,5002
2016-09-30,SUTPHIN BLVD,F,IND,4621
2016-10-01,SUTPHIN BLVD,F,IND,1908
2016-10-02,SUTPHIN BLVD,F,IND,1291
2016-10-03,SUTPHIN BLVD,F,IND,4089
2016-10-04,SUTPHIN BLVD,F,IND,4214
2016-10-05,SUTPHIN BLVD,F,IND,4868
2016-10-06,SUTPHIN BLVD,F,IND,4912
2016-10-07,SUTPHIN BLVD,F,IND,4810
2016-10-08,SUTPHIN BLVD,F,IND,1863
2016-10-09,SUTPHIN BLVD,F,IND,1166
2016-10-10,SUTPHIN BLVD,F,IND,3275
2016-10-11,SUTPHIN BLVD,F,IND,4708
2016-10-12,SUTPHIN BLVD,F,IND,4097
2016-10-13,SUTPHIN BLVD,F,IND,5019
2016-10-14,SUTPHIN BLVD,F,IND,4828
2016-10-15,SUTPHIN BLVD,F,IND,2159
2016-10-16,SUTPHIN BLVD,F,IND,1683
2016-10-17,SUTPHIN BLVD,F,IND,4661
2016-10-18,SUTPHIN BLVD,F,IND,4788
2016-10-19,SUTPHIN BLVD,F,IND,4816
2016-10-20,SUTPHIN BLVD,F,IND,4785
2016-10-21,SUTPHIN BLVD,F,IND,4548
2016-10-22,SUTPHIN BLVD,F,IND,2309
2016-10-23,SUTPHIN BLVD,F,IND,1853
2016-10-24,SUTPHIN BLVD,F,IND,4787
2016-10-25,SUTPHIN BLVD,F,IND,4640
2016-10-26,SUTPHIN BLVD,F,IND,4872
2016-10-27,SUTPHIN BLVD,F,IND,4740
2016-10-28,SUTPHIN BLVD,F,IND,4694
2016-07-31,PARSONS BLVD,F,IND,2874
2016-08-01,PARSONS BLVD,F,IND,6243
2016-08-02,PARSONS BLVD,F,IND,6380
2016-08-03,PARSONS BLVD,F,IND,6501
2016-08-04,PARSONS BLVD,F,IND,6363
2016-08-05,PARSONS BLVD,F,IND,6000
2016-08-06,PARSONS BLVD,F,IND,3718
2016-08-07,PARSONS BLVD,F,IND,3151
2016-08-08,PARSONS BLVD,F,IND,6165
2016-08-09,PARSONS BLVD,F,IND,5510
2016-08-10,PARSONS BLVD,F,IND,5351
2016-08-11,PARSONS BLVD,F,IND,6256
2016-08-12,PARSONS BLVD,F,IND,4542
2016-08-13,PARSONS BLVD,F,IND,2793
2016-08-14,PARSONS BLVD,F,IND,2950
2016-08-15,PARSONS BLVD,F,IND,5750
2016-08-16,PARSONS BLVD,F,IND,6054
2016-08-17,PARSONS BLVD,F,IND,6103
2016-08-18,PARSONS BLVD,F,IND,6049
2016-08-19,PARSONS BLVD,F,IND,5716
2016-08-20,PARSONS BLVD,F,IND,3826
2016-08-21,PARSONS BLVD,F,IND,3019
2016-08-22,PARSONS BLVD,F,IND,6102
2016-08-23,PARSONS BLVD,F,IND,6263
2016-08-24,PARSONS BLVD,F,IND,5958
2016-08-25,PARSONS BLVD,F,IND,6200
2016-08-26,PARSONS BLVD,F,IND,5919
2016-08-27,PARSONS BLVD,F,IND,3838
2016-08-28,PARSONS BLVD,F,IND,3133
2016-08-29,PARSONS BLVD,F,IND,5938
2016-08-30,PARSONS BLVD,F,IND,6112
2016-08-31,PARSONS BLVD,F,IND,6286
2016-09-01,PARSONS BLVD,F,IND,6068
2016-09-02,PARSONS BLVD,F,IND,5795
2016-09-03,PARSONS BLVD,F,IND,3631
2016-09-04,PARSONS BLVD,F,IND,3079
2016-09-05,PARSONS BLVD,F,IND,2934
2016-09-06,PARSONS BLVD,F,IND,6071
2016-09-07,PARSONS BLVD,F,IND,6719
2016-09-08,PARSONS BLVD,F,IND,7193
2016-09-09,PARSONS BLVD,F,IND,6827
2016-09-10,PARSONS BLVD,F,IND,3969
2016-09-11,PARSONS BLVD,F,IND,3024
2016-09-12,PARSONS BLVD,F,IND,5569
2016-09-13,PARSONS BLVD,F,IND,7066
2016-09-14,PARSONS BLVD,F,IND,7235
2016-09-15,PARSONS BLVD,F,IND,7238
2016-09-16,PARSONS BLVD,F,IND,7052
2016-09-17,PARSONS BLVD,F,IND,4408
2016-09-18,PARSONS BLVD,F,IND,3353
2016-09-19,PARSONS BLVD,F,IND,6774
2016-09-20,PARSONS BLVD,F,IND,7264
2016-09-21,PARSONS BLVD,F,IND,7304
2016-09-22,PARSONS BLVD,F,IND,7248
2016-09-23,PARSONS BLVD,F,IND,7104
2016-09-24,PARSONS BLVD,F,IND,3920
2016-09-25,PARSONS BLVD,F,IND,3135
2016-09-26,PARSONS BLVD,F,IND,7141
2016-09-27,PARSONS BLVD,F,IND,7206
2016-09-28,PARSONS BLVD,F,IND,7380
2016-09-29,PARSONS BLVD,F,IND,7346
2016-09-30,PARSONS BLVD,F,IND,6978
2016-10-01,PARSONS BLVD,F,IND,4207
2016-10-02,PARSONS BLVD,F,IND,3474
2016-10-03,PARSONS BLVD,F,IND,5708
2016-10-04,PARSONS BLVD,F,IND,5881
2016-10-05,PARSONS BLVD,F,IND,7250
2016-10-06,PARSONS BLVD,F,IND,7395
2016-10-07,PARSONS BLVD,F,IND,7183
2016-10-08,PARSONS BLVD,F,IND,4284
2016-10-09,PARSONS BLVD,F,IND,3172
2016-10-10,PARSONS BLVD,F,IND,5045
2016-10-11,PARSONS BLVD,F,IND,6863
2016-10-12,PARSONS BLVD,F,IND,5803
2016-10-13,PARSONS BLVD,F,IND,7455
2016-10-14,PARSONS BLVD,F,IND,7218
2016-10-15,PARSONS BLVD,F,IND,4473
2016-10-16,PARSONS BLVD,F,IND,3386
2016-10-17,PARSONS BLVD,F,IND,7000
2016-10-18,PARSONS BLVD,F,IND,7302
2016-10-19,PARSONS BLVD,F,IND,7360
2016-10-20,PARSONS BLVD,F,IND,7206
2016-10-21,PARSONS BLVD,F,IND,6904
2016-10-22,PARSONS BLVD,F,IND,3993
2016-10-23,PARSONS BLVD,F,IND,3187
2016-10-24,PARSONS BLVD,F,IND,6930
2016-10-25,PARSONS BLVD,F,IND,7250
2016-10-26,PARSONS BLVD,F,IND,7420
2016-10-27,PARSONS BLVD,F,IND,7099
